nome_escola_siope,municipio,nome_dependencia_administrativa,codigo_escola,codigo_mec,bairro,distrito,cep,complemento,endereco,numero,end2,lon,lat
LUIZ RIBEIRO MUNIZ PROF EMEF,Caraguatatuba,MUNICIPAL,243450,35243450,MARTIM DE SA,CARAGUATATUBA,11662320,RUA,ANALANDIA,355,"analandia 355 martim de sa , SP, Brasil",-45.3900274,-23.6175999
MARIA CUSTODIO ROSIM CIMEI,Boa Esperança do Sul,MUNICIPAL,211990,35211990,JARDIM PROGRESSO,BOA ESPERANCA DO SUL,14930000,RUA,AVENIDA DOS NOGUEIRAS,436,"avenida dos nogueiras 436 jardim progresso , SP, Brasil",-46.6804761,-23.4722219
ANGELINO RUIVO EM,Ibiúna,MUNICIPAL,665149,35665149,JOSE CARREIRO,IBIUNA,18150000,"",RODOVIA TANCREDO DE ALMEIDA NEVES,SN,"rodovia tancredo de almeida neves sn jose carreiro , SP, Brasil",-46.808639,-23.2793318
CARAGUAVA II EMEI,Peruíbe,MUNICIPAL,452142,35452142,CARAGUAVA,PERUIBE,11750000,AVENIDA,RUA BENEDITO ALBERTO LIBERTY,SN,"rua benedito alberto liberty sn caraguava , SP, Brasil",-47.021543,-24.2929227
SARAH SALOMAO EMEB,São João da Boa Vista,MUNICIPAL,270374,35270374,JARDIM PRIMAVERA,SAO JOAO DA BOA VISTA,13876806,RUA,RUA SEBASTIAO PESSOA ALMEIDA,210,"rua sebastiao pessoa almeida 210 jardim primavera , SP, Brasil",-46.7757969,-22.0016326
KIKUE SHIOMI CRECHE MUNICIPAL,Salto de Pirapora,MUNICIPAL,282259,35282259,JARDIM MARIA CLARA,SALTO DE PIRAPORA,18160000,RUA,RUA ELESBAO GONCALVES,20,"rua elesbao goncalves 20 jardim maria clara , SP, Brasil",-47.5679509,-23.6428579
ANTONIO RICARDO BENATTI EMEB CIAF IV,Jaboticabal,MUNICIPAL,201224,35201224,COHAB II,JABOTICABAL,14890330,RUA,RUA DJALMA ALEIXO DE SOUZA,499,"rua djalma aleixo de souza 499 cohab ii , SP, Brasil",-48.3171733,-21.2719484
QUERO QUERO ESCOLA MUNICIPAL,Itapecerica da Serra,MUNICIPAL,418547,35418547,CHACARA SANTA MARIA,ITAPECERICA DA SERRA,6857810,ESTRADA,GUARANTAS,165,"guarantas 165 chacara santa maria , SP, Brasil",-46.7934713,-23.7019628
ANGELO ARGENTON FILHO EMEF,Louveira,MUNICIPAL,214565,35214565,MONTERREY,LOUVEIRA,13290000,RUA,AVENIDA GUALICHO,799,"avenida gualicho 799 monterrey , SP, Brasil",-46.8798775,-23.084942
LUIZ GONZAGA BIASI CONEGO EMEF,Louveira,MUNICIPAL,214590,35214590,ABADIA,LOUVEIRA,13290000,RUA,ESTRADA MUNICIPAL,155,"estrada municipal 155 abadia , SP, Brasil",-46.9258848,-23.0908174
FRANCISCA DE LIMA JORGE DONA EMEI,Aparecida,MUNICIPAL,202964,35202964,SAO ROQUE,APARECIDA,12570000,AVENIDA,AVENIDA ZEZE VALADAO,SN,"avenida zeze valadao sn sao roque , SP, Brasil",-45.2172067,-22.8327678
SAGRADOS CORACOES EM,Barretos,MUNICIPAL,338175,35338175,DERBY CLUBE,BARRETOS,14787240,RUA,RUA 21 DE ABRIL,240,"rua 21 de abril 240 derby clube , SP, Brasil",-48.572938,-20.53402
BAREQUECABA ARCO IRIS EMEI,São Sebastião,MUNICIPAL,201789,35201789,BAREQUECABA,SAO SEBASTIAO,11600000,RUA,ALAMEDA DOS EUCALIPTOS,SN,"alameda dos eucaliptos sn barequecaba , SP, Brasil",-45.4288783,-23.8261424
BAREQUECABA ARCO IRIS EMEI,São Sebastião,MUNICIPAL,201789,35201789,BAREQUECABA,SAO SEBASTIAO,11600000,RUA,ALAMEDA DOS EUCALIPTOS,SN,"alameda dos eucaliptos sn barequecaba , SP, Brasil",-45.4288783,-23.8261424
APARECIDA ALVES ESCOLA MUNICIPAL,Presidente Prudente,MUNICIPAL,205795,35205795,VILA FORMOSA,PRESIDENTE PRUDENTE,19050000,RUA,RUA DOUTOR JOSE FOZ,2897,"rua doutor jose foz 2897 vila formosa , SP, Brasil",-51.395163,-22.1437667
ANTONIO COSTA E SILVA ESCOLA MUNICIPAL,São Pedro do Turvo,MUNICIPAL,230571,35230571,COHAB MONTORO,SAO PEDRO DO TURVO,18940000,PRACA,RUA PROFESSOR OSORIO,680,"rua professor osorio 680 cohab montoro , SP, Brasil",-49.743218,-22.7493986
LILIAN APARECIDA BORGES PRADO ESCOLA MUNICIPAL,Itanhaém,MUNICIPAL,470429,35470429,BALNEARIO SAVOY,ITANHAEM,11740000,RUA,RUA JAIME LINO DOS SANTOS,369,"rua jaime lino dos santos 369 balneario savoy , SP, Brasil",-46.7761872,-24.1653965
ANTONIO DO AMARAL EM,Itapecerica da Serra,MUNICIPAL,75224,35075224,CENTRO,ITAPECERICA DA SERRA,6850060,RUA,JOAO SAO,196,"joao sao 196 centro , SP, Brasil",-46.6442427,-23.5397789
LEONOR MENDES DE BARROS DONA EMEIEF,Ibitinga,MUNICIPAL,224923,35224923,JARDIM PETROPOLIS,IBITINGA,14940000,RUA,RUA ANTONIO CASEMIRO,150,"rua antonio casemiro 150 jardim petropolis , SP, Brasil",-48.8321707,-21.7506333
ABIGAIL CAMARGO JULIANI PROFESSORA EMEI,Ibitinga,MUNICIPAL,565325,35565325,JARDIM SANTO ANTONIO,IBITINGA,14940000,RUA,RUA ARTHUR VERGACAS,201,"rua arthur vergacas 201 jardim santo antonio , SP, Brasil",-48.8229467,-21.7743278
TIA ANASTACIA CEI,Vinhedo,MUNICIPAL,242573,35242573,CAPELA.VINHEDO,VINHEDO,13280000,RUA,RUA NICOLAU VON ZUBEN,125,"rua nicolau von zuben 125 capela.vinhedo , SP, Brasil",-47.0070803,-23.0437519
CASULO CENTRO DE EDUCACAO E CONVIVENCIA INFANTIL,Holambra,MUNICIPAL,281773,35281773,PARQUE DOS IPES,HOLAMBRA,13825000,RUA,RUA AROEIRA,SN,"rua aroeira sn parque dos ipes , SP, Brasil",-47.0569497,-22.6413329
ILKA MONICI VILLELA DOS REIS PROFA ESC MUN DE ED BASICA,Serra Azul,MUNICIPAL,450236,35450236,ASSENTAMENTO,SERRA AZUL,14230000,RUA,RODOVIA ABRAO ASSED,KM 31,"rodovia abrao assed km 31 assentamento , SP, Brasil",-47.5344312,-21.2481991
CHACARA VISTA LINDA EMEIEF,Bertioga,MUNICIPAL,268773,35268773,CHACARA VISTA LINDA,BERTIOGA,11250000,RUA,ESTRADA 04,301,"estrada 04 301 chacara vista linda , SP, Brasil",-46.0890115,-23.8002715
JARDIM ALBATROZ EMEI,Bertioga,MUNICIPAL,120959,35120959,JARDIM ALBATROZ,BERTIOGA,11250000,RUA,RUA CINCO  GLEBA B,SN,"rua cinco  gleba b sn jardim albatroz , SP, Brasil",-46.1394877,-23.8283284
JOSE CARLOS BUZINARO EMEIF,Bertioga,MUNICIPAL,653861,35653861,GUARATUBA,BERTIOGA,11250000,RUA,PRACA A QUADRA A,15,"praca a quadra a 15 guaratuba , SP, Brasil",-45.8714713,-23.721114
MANOEL BAPTISTA DA SILVA ESCOLA MUNICIPAL,Ribeirão Pires,MUNICIPAL,409005,35409005,PILAR VELHO,RIBEIRAO PIRES,9404570,RUA,ADELIA RENZETTI,288,"adelia renzetti 288 pilar velho , SP, Brasil",-46.4118824,-23.6842514
CRECHE MUNICIPAL ELIZA ROSSI LIMA,Tremembé,MUNICIPAL,57198,35057198,PARQUE NOSSA SENHORA DA GLORIA,TREMEMBE,12120000,RUA,RUA LORENA,80,"rua lorena 80 parque nossa senhora da gloria , SP, Brasil",-45.5417778,-22.9703653
PINGO DE OURO EM,Itapecerica da Serra,MUNICIPAL,236299,35236299,MOMBACA,ITAPECERICA DA SERRA,6874600,PRACA,PRACA GIUSEPPE CORSINI,SN,"praca giuseppe corsini sn mombaca , SP, Brasil",-46.8442017,-23.7566451
NIOBE CARLASSARA FERNANDES PROFA EMEI CRECHE,São Roque,MUNICIPAL,91704,35091704,JARDIM BELA VISTA,SAO ROQUE,18134190,RUA,JOSE HENRIQUE DA COSTA,300,"jose henrique da costa 300 jardim bela vista , SP, Brasil",-47.1301216,-23.5221494
SAO JOAO NOVO CMEI,São Roque,MUNICIPAL,279493,35279493,SAO JOAO NOVO,SAO JOAO NOVO,18140000,SAO JOAO NOVO,RUA  JOSE BENEDITO RODRIGUES,141,"rua  jose benedito rodrigues 141 sao joao novo , SP, Brasil",-47.0379316,-23.5400872
ESCOLA MUNICIPAL VITO ARDITO,Pindamonhangaba,MUNICIPAL,73192,35073192,LOTEAMENTO ARARETAMA,PINDAMONHANGABA,12423600,RUA,RUA WILSON MUASSAB,137,"rua wilson muassab 137 loteamento araretama , SP, Brasil",-45.5021869,-22.9467586
ESCOLA MUNICIPAL PROFA MARIA APARECIDA CAMARGO DE SOUZA,Pindamonhangaba,MUNICIPAL,438259,35438259,RIBEIRAO GRANDE,PINDAMONHANGABA,12400970,"",ESTRADA MUNICIPAL LUIZA FERNANDES MIRANDA,170,"estrada municipal luiza fernandes miranda 170 ribeirao grande , SP, Brasil",-45.4287558,-22.8079749
MARIA ALVES BARCELLOS DE OLIVEIRA PROFA EM,Barretos,MUNICIPAL,206404,35206404,SAO FRANCISCO,BARRETOS,14786019,AVENIDA,RUA SF-17,SN,"rua sf-17 sn sao francisco , SP, Brasil",-48.5969257,-20.5515719
CRECHE ESCOLA PARAISO DA CRIANCA,Boracéia,MUNICIPAL,587321,35587321,JD PARAISO,BORACEIA,17270000,RUA,DOMINGOS DE AGOSTINI,415,"domingos de agostini 415 jd paraiso , SP, Brasil",-46.6291845,-23.5431786
ALECRIM EM,Itapecerica da Serra,MUNICIPAL,274963,35274963,JARDIM VIRGINIA,ITAPECERICA DA SERRA,6871080,RUA,BOA ESPERANCA,185,"boa esperanca 185 jardim virginia , SP, Brasil",-45.5629603,-21.0928252
ELOI CHAVES EMEF,Pirassununga,MUNICIPAL,416435,35416435,JARDIM CACHOEIRA,CACHOEIRA DE EMAS,13641002,RUA,ROSA SENHORINE ZERO,100,"rosa senhorine zero 100 jardim cachoeira , SP, Brasil",-47.3682525,-21.9257847
MARIA APARECIDA RECK CABRAL GUIMARAES PROFA EMEIEF R,Pirassununga,MUNICIPAL,279936,35279936,S A CAVALHEIRO,PIRASSUNUNGA,13630970,"",FAZENDA SANTO ANTONIO,SN,"fazenda santo antonio sn s a cavalheiro , SP, Brasil",-47.85,-20.616667
MONTEIRO LOBATO EMEI,São Vicente,MUNICIPAL,99120,35099120,JARDIM NOSSO LAR,SAO VICENTE,11370650,RUA,RUA RIO LARGO,SN,"rua rio largo sn jardim nosso lar , SP, Brasil",-46.3874159,-23.9499841
FELIX ALVES FOLHA CENTRO EDUCACIONAL,Cotia,MUNICIPAL,301577,35301577,PARQUE DOM HENRIQUE,COTIA,6716300,AVENIDA,BENEDITO ISAAC PIRES,SN,"benedito isaac pires sn parque dom henrique , SP, Brasil",-46.9024904,-23.613994
VICENTINA PIRES DE OLIVEIRA EM,Cotia,MUNICIPAL,99752,35099752,MORRO GRANDE,COTIA,6722555,RUA,RUA CACHOEIRA,64,"rua cachoeira 64 morro grande , SP, Brasil",-46.956286,-23.649952
JOSE GROTOLI EM,Cotia,MUNICIPAL,273867,35273867,QUINTA DOS ANGICOS,COTIA,6717310,RUA,FLAMINGO,342,"flamingo 342 quinta dos angicos , SP, Brasil",-46.9166704,-23.6133584
CRECHE ESCOLA DIVA TEODORO DE OLIVEIRA,Mirassolândia,MUNICIPAL,4034,35004034,NOVA MACAUBAS,MIRASSOLANDIA,15145000,"",NOVE,SN,"nove sn nova macaubas , SP, Brasil",-49.4640881,-20.5730626
CARAMINGUAVA III EMEI,Peruíbe,MUNICIPAL,452154,35452154,CARAMINGUAVA,PERUIBE,11750000,AVENIDA,RUA DOUTOR TANCREDO DE ALMEIDA NEVES,SN,"rua doutor tancredo de almeida neves sn caraminguava , SP, Brasil",-47.0213941,-24.3028042
VILA ROMAR EMEI,Peruíbe,MUNICIPAL,452130,35452130,VILA ROMAR,PERUIBE,11750000,AVENIDA,RUA PAULO OKAMA,SN,"rua paulo okama sn vila romar , SP, Brasil",-46.9907654,-24.3021575
JANETE MARIA MARTINELLI PROFA EMEB,São Carlos,MUNICIPAL,246136,35246136,JARDIM CRUZEIRO DO SUL,SAO CARLOS,13572180,RUA,PARANA,700,"parana 700 jardim cruzeiro do sul , SP, Brasil",-52.0215415,-25.2520888
MARIA ANTONIA Z FERREIRA PROFA EMEIF,Euclides da Cunha Paulista,MUNICIPAL,218285,35218285,GLEBA XV DE NOVEMBRO,EUCLIDES DA CUNHA PAULISTA,19275000,SETOR IV,GLEBA XV DE NOVEMBRO,SN,"gleba xv de novembro sn gleba xv de novembro , SP, Brasil",-52.7714897,-22.4681871
EMEI PROFESSORA YEDA APARECIDA DE LIMA AFONSO,José Bonifácio,MUNICIPAL,71560,35071560,CARLOS CASSETARI,JOSE BONIFACIO,15200000,AVENIDA,RUA MARIO PEREIRA MOTA,16,"rua mario pereira mota 16 carlos cassetari , SP, Brasil",-49.679544,-21.044157
ALBERTINA DIAS DE MORAES LONGHI PROFA EMEI,Santo Antônio de Posse,MUNICIPAL,298128,35298128,JARDIM MARIA HELENA,SANTO ANTONIO DE POSSE,13830000,BELA VISTA,RUA GERALDO GRIMALDI,350,"rua geraldo grimaldi 350 jardim maria helena , SP, Brasil",-46.9135098,-22.6098725
JOSE DELIBO VEREADOR EMEF,Ribeirão Preto,MUNICIPAL,201455,35201455,JARDIM CASTELO BRANCO NOVO,RIBEIRAO PRETO,14090570,RUA,RUA SERAFIM TEIXEIRA DA CUNHA,555,"rua serafim teixeira da cunha 555 jardim castelo branco novo , SP, Brasil",-47.7769208,-21.1845464
NEIDE APARECIDA GOLFETTO DE CASTRO PROFA EMEI,Ribeirão Preto,MUNICIPAL,62911,35062911,VILA MARIANA,RIBEIRAO PRETO,14075230,RUA,RUA MEXICO,743,"rua mexico 743 vila mariana , SP, Brasil",-47.7935505,-21.1479594
MARIA THEREZA GANASSALI DE OLIVEIRA PROFA EMEF,Jacareí,MUNICIPAL,219575,35219575,JARDIM COLONIA,JACAREI,12315040,RUA,FINLANDIA,425,"finlandia 425 jardim colonia , SP, Brasil",-45.9245003,-23.3181957
CAETANA SPINELLI MARTINS EMEI,Ribeirão Preto,MUNICIPAL,288391,35288391,SOLAR BOA VISTA,RIBEIRAO PRETO,14030630,RUA,GUILHERME BERTOLUCCI,255,"guilherme bertolucci 255 solar boa vista , SP, Brasil",-47.8406888,-21.1857521
SOFIA RODRIGUES PEREIRA EM,Itapecerica da Serra,MUNICIPAL,279959,35279959,DA LAGOA,ITAPECERICA DA SERRA,6860400,ESTRADA,JOAO RODRIGUES DE MORAES,3970,"joao rodrigues de moraes 3970 da lagoa , SP, Brasil",-46.8184731,-23.7166489
VILA SAO JOSE EMEI,Miracatu,MUNICIPAL,664777,35664777,VILA SAO JOSE - BIGUA,MIRACATU,11850000,PRACA,ESTRADA DA BARRA FUNDA,SN,"estrada da barra funda sn vila sao jose - bigua , SP, Brasil",-46.6162433,-23.5907205
VILA SAO JOSE EMEI,Miracatu,MUNICIPAL,664777,35664777,VILA SAO JOSE - BIGUA,MIRACATU,11850000,PRACA,ESTRADA DA BARRA FUNDA,SN,"estrada da barra funda sn vila sao jose - bigua , SP, Brasil",-46.6162433,-23.5907205
MATHILDE JORGE FAGALI DE SOUZA PROFESSORA ESCOLA MUNICIPAL,José Bonifácio,MUNICIPAL,652726,35652726,FAZENDA SANTA HELENA  VILA LEUZA,JOSE BONIFACIO,15200000,RURAL,ESTRADA VICINAL JOSE BONIFACIO A NIPOA,KM 011,"estrada vicinal jose bonifacio a nipoa km 011 fazenda santa helena  vila leuza , SP, Brasil",-49.7634346,-20.9679101
EMEI IDALINA EXPOSITO,José Bonifácio,MUNICIPAL,56418,35056418,JARDIM NOVA CONCEICAO,JOSE BONIFACIO,15200000,AVENIDA,RUA JOAO STELA,400,"rua joao stela 400 jardim nova conceicao , SP, Brasil",-46.6757965,-23.5910178
SORRISO DA CRIANCA CRECHE MUNICIPAL,São Vicente,MUNICIPAL,271901,35271901,JARDIM POPEMBA,SAO VICENTE,11355170,RUA,RUA FRANKLIN CLASEN DE MOURA,156,"rua franklin clasen de moura 156 jardim popemba , SP, Brasil",-46.4077685,-23.941336
ANUNCIATA LIA DAVID CER,Araraquara,MUNICIPAL,234266,35234266,PARQUE DAS HORTENCIAS,ARARAQUARA,14808518,AVENIDA,REMO FRONTAROLLI,254,"remo frontarolli 254 parque das hortencias , SP, Brasil",-48.1300877,-21.8031886
EDMEA LADEVIG UNIDADE MUNICIPAL DE EDUCACAO,Santos,MUNICIPAL,69619,35069619,GONZAGA,SANTOS,11060450,RUA,RUA BAHIA,49,"rua bahia 49 gonzaga , SP, Brasil",-46.3331424,-23.9612748
LEODETE SILVERIO JOI EM,Barretos,MUNICIPAL,206283,35206283,PIMENTA,BARRETOS,14781364,RUA,JOAQUIM INACIO PIMENTA,1036,"joaquim inacio pimenta 1036 pimenta , SP, Brasil",-48.5626984,-20.542973
VERA LUCIA PEREIRA PROFESSORA EMEI,Piraju,MUNICIPAL,274914,35274914,CONJUNTO HABITACIONAL AHYDEE ATHIE,PIRAJU,18800000,RUA,PRACA JOAO BARREIROS DE FREITAS,246,"praca joao barreiros de freitas 246 conjunto habitacional ahydee athie , SP, Brasil",-49.3738916,-23.2132515
JOAO ANTONIO DA SILVA EMEF,Nova Campina,MUNICIPAL,285948,35285948,CONJUNTO HABITACIONAL GERSON PIRES DE CAMARGO,NOVA CAMPINA,18435000,"",RUA JOAO CARDOZO DE ALMEIDA,55,"rua joao cardozo de almeida 55 conjunto habitacional gerson pires de camargo , SP, Brasil",-46.6291845,-23.5431786
ANTONINO MESSINA EMEB,Jundiaí,MUNICIPAL,207135,35207135,JARDIM BONFIGLIOLI,JUNDIAI,13207370,RUA,LIBIA,140,"libia 140 jardim bonfiglioli , SP, Brasil",-46.8872642,-23.2068935
RAMIRO ARAUJO FILHO DR EMEB,Jundiaí,MUNICIPAL,60136,35060136,VILA VIANELO,JUNDIAI,13207180,RUA,JOAO SCABIN,160,"joao scabin 160 vila vianelo , SP, Brasil",-46.8833555,-23.1974751
BENEDITA CANNAVAN BENEDETTI PROFESSORA EMEE,Salto de Pirapora,MUNICIPAL,79224,35079224,CENTRO,SALTO DE PIRAPORA,18160000,RUA,RUA ANTONIO RODRIGUES SIMOES,525,"rua antonio rodrigues simoes 525 centro , SP, Brasil",-47.576178,-23.6458591
ANTONIO JOSE RAMOS ESCOLA MUNICIPAL,Santo Antônio do Pinhal,MUNICIPAL,657463,35657463,LAGEADO,SANTO ANTONIO DO PINHAL,12450000,RUA,ESTRADA MUNICIPAL STP 218,SN,"estrada municipal stp 218 sn lageado , SP, Brasil",-48.7096759,-21.5879603
NAIR GUILHERME ROCHA SANTOS CRECHE MUNICIPAL,Salto de Pirapora,MUNICIPAL,272267,35272267,JARDIM ANA GUILHERME,SALTO DE PIRAPORA,18160000,RUA,RUA JOAO DOS SANTOS GUILHERME,22,"rua joao dos santos guilherme 22 jardim ana guilherme , SP, Brasil",-47.5773662,-23.6531676
RECANTO MARIA LIRIO TALLARICO EM,Capão Bonito,MUNICIPAL,78682,35078682,CAPAO BONITO,CAPAO BONITO,18300335,RUA,RUA MARECHAL DEODORO,168,"rua marechal deodoro 168 capao bonito , SP, Brasil",-48.3511171,-24.0084594
ORLANDO COLI PROFESSOR EMEI,Sertãozinho,MUNICIPAL,271597,35271597,ALVORADA,SERTAOZINHO,14166170,RUA,RUA PEDRO CANESIN,691,"rua pedro canesin 691 alvorada , SP, Brasil",-47.976886,-21.1277847
PINTANDO O SETE CRECHE,Dracena,MUNICIPAL,232506,35232506,JARDIM ALVORADA,DRACENA,17900000,RUA,RUA ADEMAR RIBEIRO NOVAIS,61,"rua ademar ribeiro novais 61 jardim alvorada , SP, Brasil",-51.5375945,-21.4997936
CRECHE MUNICIPAL PROFA MARIA LAIR FERREIRA DE QUEIROZ,Ribeirão Grande,MUNICIPAL,274938,35274938,CENTRO,RIBEIRAO GRANDE,18315000,PREDIO,RUA JOAQUIM AMANTINO FERREIRA,SN,"rua joaquim amantino ferreira sn centro , SP, Brasil",-48.3668364,-24.0980369
NADY CINTRA DE ANDRADE EMEIEF,Silveiras,MUNICIPAL,658455,35658455,BOM JESUS DA BOCAINA,SILVEIRAS,12690000,AVENIDA,RUA JOSE MENDES ANDRADE,SN,"rua jose mendes andrade sn bom jesus da bocaina , SP, Brasil",-48.5255753,-22.1430244
JOAQUIM PASSOS E SILVA PROF EMEF,Jacareí,MUNICIPAL,208140,35208140,CIDADE SALVADOR,JACAREI,12312260,RUA,MOGI DAS CRUZES,441,"mogi das cruzes 441 cidade salvador , SP, Brasil",-45.9328444,-23.3026421
ORESTES QUERCIA DR EM,São José do Rio Preto,MUNICIPAL,77446,35077446,SOLO SAGRADO I,SAO JOSE DO RIO PRETO,15044545,RUA,JESUS CRISTO,441,"jesus cristo 441 solo sagrado i , SP, Brasil",-49.418257,-20.7741092
ESCOLA MUNICIPAL MARLI RODRIGUES DE SOUZA,Mauá,MUNICIPAL,586559,35586559,JARDIM ZAIRA,MAUA,9320670,"",ARMANDO BAGNARA,624,"armando bagnara 624 jardim zaira , SP, Brasil",-46.4431452,-23.6588945
BEIJA FLOR EM,Itapecerica da Serra,MUNICIPAL,76314,35076314,JARDIM BRANCA FLOR,ITAPECERICA DA SERRA,6855740,"",CERRO LARGO,504,"cerro largo 504 jardim branca flor , SP, Brasil",-46.8254217,-23.6837354
OLGA APARECIDA NUNES DA SILVA EMEI,Ouroeste,MUNICIPAL,637932,35637932,POVOADO DO ARABA,OUROESTE,15685000,RUA,RUA RAULINDA GOMES DE AZEVEDO,770,"rua raulinda gomes de azevedo 770 povoado do araba , SP, Brasil",-50.4214257,-19.8730068
ABIGAHIL ALVES FEU BORIM PROFA EMEB,Jundiaí,MUNICIPAL,270885,35270885,PARQUE RESIDENCIAL ELOY CHAVES,JUNDIAI,13212110,AVENIDA,CARLOS VEIGA,250,"carlos veiga 250 parque residencial eloy chaves , SP, Brasil",-46.962412,-23.184783
IRANY VANETE CORREIA VILELA PROFESSORA EM,Itapecerica da Serra,MUNICIPAL,274999,35274999,PARQUE JANDAIA,ITAPECERICA DA SERRA,6866220,RUA,MANDAGUARI,78,"mandaguari 78 parque jandaia , SP, Brasil",-46.7936373,-23.7565161
CAVALINHO DE PAU EMEI,São Sebastião,MUNICIPAL,212600,35212600,CAMBURI,SAO SEBASTIAO,11600000,SERTAO,RUA TIJUCAS,1001,"rua tijucas 1001 camburi , SP, Brasil",-45.6283826,-23.7636283
CAVALINHO DE PAU EMEI,São Sebastião,MUNICIPAL,212600,35212600,CAMBURI,SAO SEBASTIAO,11600000,SERTAO,RUA TIJUCAS,1001,"rua tijucas 1001 camburi , SP, Brasil",-45.6283826,-23.7636283
SITIO DO PICA PAU AMARELO EMEIEF,Mongaguá,MUNICIPAL,283373,35283373,VILA ATLANTICA,MONGAGUA,11730000,AVENIDA,AVENIDA PRESIDENTE COSTA E SILVA,568,"avenida presidente costa e silva 568 vila atlantica , SP, Brasil",-46.6544629,-24.1040928
CEMEIEF PROFA MARIA APARECIDA MARGARIDO COSTA,Apiaí,MUNICIPAL,661855,35661855,CORDEIROPOLIS,APIAI,18320000,RUA,RUA SERGIPE,77,"rua sergipe 77 cordeiropolis , SP, Brasil",-46.6552169,-23.5497486
MARIA JOSE NACHIF STANCARE PROFA EMEI,Pederneiras,MUNICIPAL,279602,35279602,ANTONIO FACIOLO,PEDERNEIRAS,17280000,RUA,RUA JOSE ROZANTE,S 1010,"rua jose rozante s 1010 antonio faciolo , SP, Brasil",-48.772699,-22.3738224
VILA ATLANTICA EMEIEF,Mongaguá,MUNICIPAL,91285,35091285,VILA ATLANTICA,MONGAGUA,11730000,AVENIDA,AVENIDA SAO JOAO,549,"avenida sao joao 549 vila atlantica , SP, Brasil",-46.6479454,-24.1009745
PEDRO CRESCENTI PROFESSOR UNIDADE MUNICIPAL DE EDUCACAO,Santos,MUNICIPAL,207073,35207073,JARDIM RADIO CLUB,SANTOS,11088300,AVENIDA,RUA BRIGADEIRO FARIA LIMA,SN,"rua brigadeiro faria lima sn jardim radio club , SP, Brasil",-46.3866454,-23.942218
JOSE OCTAVIANI FILHO VEREADOR EMEFEI,Agudos,MUNICIPAL,437797,35437797,PARQUE PAMPULHA,AGUDOS,17120000,AVENIDA,RUA WILMA M V TISZOLCZKY,106,"rua wilma m v tiszolczky 106 parque pampulha , SP, Brasil",-46.4520769,-23.4985084
JULIA MARIA DE JESUS EMEI,Tejupá,MUNICIPAL,210336,35210336,RIBEIRO BONITO,TEJUPA,18830000,RUA,RUA GAMALHER TRISTAO,10,"rua gamalher tristao 10 ribeiro bonito , SP, Brasil",-49.2539773,-23.4037323
MARIA HERMINIA RUEGG RAVANINI DONA PUPA EMEF,Santa Cruz da Conceição,MUNICIPAL,226853,35226853,CENTRO,SANTA CRUZ DA CONCEICAO,13625000,RUA,RUA PASCHOAL GANEO,1267,"rua paschoal ganeo 1267 centro , SP, Brasil",-47.4522488,-22.1345279
JOSE CANONICO MONSENHOR EMEI,Descalvado,MUNICIPAL,63265,35063265,SANTA CRUZ DAS ALMAS,DESCALVADO,13690000,RUA,RUA PEDRO DE ALCANTARA CAMARGO,35,"rua pedro de alcantara camargo 35 santa cruz das almas , SP, Brasil",-39.1016848,-12.6735557
MANOEL RODRIGUES LOURENCO PROF ESCOLA MUNICIPAL,Piracicaba,MUNICIPAL,228965,35228965,PAU QUEIMADO,PIRACICABA,13404752,KM 5,RODOVIA LUIZ DIAS GONZAGA,SN,"rodovia luiz dias gonzaga sn pau queimado , SP, Brasil",-48.4185284,-21.6157118
SEBASTIAO RIBOLDI GUERREIRO EMEB,Itapira,MUNICIPAL,227456,35227456,PONTE NOVA,ITAPIRA,13970070,AVENIDA,RUA NOEMIA MIRANDA FERREIRA,55,"rua noemia miranda ferreira 55 ponte nova , SP, Brasil",-42.8982244,-20.4115862
BENEDITA DE LOURDES PAPALARDI DOS SANTOS PROFA EMEB,Itapira,MUNICIPAL,232385,35232385,LOTEAMENTO DELLA ROCHA,ITAPIRA,13976211,RUA,RUA ARGEMIRO SALLES,SN,"rua argemiro salles sn loteamento della rocha , SP, Brasil",-46.8301436,-22.4140198
ILHA COMPRIDA CRECHE MUNICIPAL DE,Ilha Comprida,MUNICIPAL,480496,35480496,BALNEARIO DI FRANCO,ILHA COMPRIDA,11925000,AVENIDA,LAERCIO RIBEIRO,SN,"laercio ribeiro sn balneario di franco , SP, Brasil",-47.5596025,-24.747219
JOAQUIM DA COSTA GUIMARAES EMEF R,Cajati,MUNICIPAL,215983,35215983,CAPELINHA,CAJATI,11950000,RUA,RUA FORQUILHA,SN,"rua forquilha sn capelinha , SP, Brasil",-46.5366376,-23.5573908
VILA SAO GERALDO NEI DA,São José dos Campos,MUNICIPAL,91571,35091571,VILA SAO GERALDO,SAO JOSE DOS CAMPOS,12213270,RUA,MANOEL FERNANDES NETTO MAJOR,320,"manoel fernandes netto major 320 vila sao geraldo , SP, Brasil",-45.9113579,-23.1480841
JOANA CONCEICAO CARDOSO COSTA CRECHE MUNICIPAL,Joanópolis,MUNICIPAL,248344,35248344,CENTRO,JOANOPOLIS,12980000,RUA,PRACA JOAO BATISTA NOGUEIRA,951,"praca joao batista nogueira 951 centro , SP, Brasil",-46.2730465,-22.9300231
