nome_escola_siope,municipio,nome_dependencia_administrativa,codigo_escola,codigo_mec,bairro,distrito,cep,complemento,endereco,numero,end2,lon,lat
EMEIF FAZENDA NOVA PONTAL,Rosana,MUNICIPAL,660887,35660887,NOVA PONTAL,ROSANA,19273000,AVENIDA,ASSENTAMENTO NOVA PONTAL,SN,"assentamento nova pontal sn nova pontal , SP, Brasil",-48.0338594,-21.0211698
CARMEN MORILLAS OLIVARE PROFESSORA EMEI,Sertãozinho,MUNICIPAL,4082,35004082,JARDIM VENETO II,SERTAOZINHO,14169654,"",JOSE CARVALHO DE ARAUJO,232,"jose carvalho de araujo 232 jardim veneto ii , SP, Brasil",-47.9702078,-21.1400858
MARIA JOSE MARCIANO DE ABREU EMEIEF,Piedade,MUNICIPAL,274604,35274604,VILA QUINTINO,PIEDADE,18170000,"",RUA JOAO GONCALVES,SN,"rua joao goncalves sn vila quintino , SP, Brasil",-47.4060324,-23.7095425
CRECHE MUNICIPAL IVANY DE LOURDES MARCIANO,Piedade,MUNICIPAL,587624,35587624,PAULAS E MENDES,PIEDADE,18170000,"",RUA BOLESLAVAS JUSKIVICIUS,356,"rua boleslavas juskivicius 356 paulas e mendes , SP, Brasil",-47.4355931,-23.7092696
TEREZINHA BAPTISTA DE OLIVEIRA PAULA CEMCEI,Piedade,MUNICIPAL,67209,35067209,CENTRO,PIEDADE,18170000,"",BENJAMIN CONSTANT,91,"benjamin constant 91 centro , SP, Brasil",-69.9550338,-4.5204349
NEUSA MARUM CRECHE MUNICIPAL,Salto de Pirapora,MUNICIPAL,235490,35235490,JARDIM CONDE FRANCISCO MATARAZZO  JR,SALTO DE PIRAPORA,18160000,RUA,RUA GREGORIA MARIA DA CONCEICAO,20,"rua gregoria maria da conceicao 20 jardim conde francisco matarazzo  jr , SP, Brasil",-47.5800447,-23.6453162
FIORAVANTE LUGLI MAESTRO EMEB,Serra Negra,MUNICIPAL,257023,35257023,PALMEIRAS,SERRA NEGRA,13930000,PRACA,RUA SANTA CAROLINA,33,"rua santa carolina 33 palmeiras , SP, Brasil",-46.7049786,-22.5965059
MARIA HERMINIA FERNANDES MAGALHAES PROFA CEI,Campinas,MUNICIPAL,204812,35204812,JARDIM CHAPADAO,CAMPINAS OESTE,13070115,AVENIDA,AVENIDA SOLDADO PASSARINHO,SN,"avenida soldado passarinho sn jardim chapadao , SP, Brasil",-47.1077159,-22.8749208
CASA DA PROVIDENCIA EMEI,Itapetininga,MUNICIPAL,440462,35440462,VILA PROGRESSO,ITAPETININGA,18214560,RUA,FRANCISCO WEISS JUNIOR,2821,"francisco weiss junior 2821 vila progresso , SP, Brasil",-47.994412,-23.5759694
EVANILDE SHIRLEY DE OLIVEIRA MAJEWSKI PROFA EMEF,Itapetininga,MUNICIPAL,106012,35106012,VILA PRADO,ITAPETININGA,18212200,AVENIDA,RUA EVILASIO MASSAINE PIRES,1530,"rua evilasio massaine pires 1530 vila prado , SP, Brasil",-48.0304389,-23.5648931
ARISTEU JOSE TURCI PROF EMEF,Jacareí,MUNICIPAL,564692,35564692,CHACARAS REUNIDAS IGARAPES,JACAREI,12330170,RUA,FLAVIO DA SILVA FREITAS ENGENHEIRO,360,"flavio da silva freitas engenheiro 360 chacaras reunidas igarapes , SP, Brasil",-46.0358644,-23.2994451
JOAO ALDO NASSIF DOUTOR CEI,Jaguariúna,MUNICIPAL,233286,35233286,RES DR JOAO ALDO NASSIF,JAGUARIUNA,13820000,RUA,RUA TURATO,175,"rua turato 175 res dr joao aldo nassif , SP, Brasil",-46.9945967,-22.6901657
JULIANA MARIA CIARROCHI PEREZ CEMEI,São Carlos,MUNICIPAL,232002,35232002,JARDIM JOCKEI CLUB A,SAO CARLOS,13565100,RUA,RIO GRANDE,230,"rio grande 230 jardim jockei club a , SP, Brasil",-47.89862,-21.9845526
SUELI JESUS DE OLIVEIRA PAULA PROFA EMEB,Barra do Turvo,MUNICIPAL,298992,35298992,BAIRRO INDAIATUBA,BARRA DO TURVO,11955000,AVENIDA,BAIRRO INDAIATUBA,SN,"bairro indaiatuba sn bairro indaiatuba , SP, Brasil",-47.2172349,-23.1026859
CRECHE MUNICIPAL ALTAMIRA BRIGLIADORI CAPELI,Jardinópolis,MUNICIPAL,246864,35246864,ANTONIO DUARTE NOGUEIRA,JARDINOPOLIS,14680000,RUA,LUIZ ANTONIO CORREA,31,"luiz antonio correa 31 antonio duarte nogueira , SP, Brasil",-46.6291845,-23.5431786
OSWALDO COPPIO NEI,São José dos Campos,MUNICIPAL,564624,35564624,JARDIM SAO JOSE II,SAO JOSE DOS CAMPOS,12248674,RUA,FREDIANO BIANCHI FILHO,151,"frediano bianchi filho 151 jardim sao jose ii , SP, Brasil",-45.7776929,-23.1694007
THEREZA DOS ANJOS VILELA TEIXEIRA KAYSEN PROFA EMEI,Sertãozinho,MUNICIPAL,242172,35242172,CONJUNTO  HABITACIONAL  ANTONIO COSTA PATRAO,SERTAOZINHO,14164102,RUA,RUA ALBERTO BENVEGNU,156,"rua alberto benvegnu 156 conjunto  habitacional  antonio costa patrao , SP, Brasil",-47.9931703,-21.1220476
CECILIA NADER HOSSRI DONA CEI,Jaguariúna,MUNICIPAL,279473,35279473,JARDIM BOTANICO,JAGUARIUNA,13820000,RUA,RUA JOAQUIM PINTO ANDRADE,537,"rua joaquim pinto andrade 537 jardim botanico , SP, Brasil",-46.9827074,-22.7150803
JARDIM ALICE EMEI,Jaguariúna,MUNICIPAL,127279,35127279,JARDIM ALICE,JAGUARIUNA,13820000,"",RUA GOIAS,150,"rua goias 150 jardim alice , SP, Brasil",-46.9890791,-22.6914335
JARDIM ALICE EMEI,Jaguariúna,MUNICIPAL,127279,35127279,JARDIM ALICE,JAGUARIUNA,13820000,"",RUA GOIAS,150,"rua goias 150 jardim alice , SP, Brasil",-46.9890791,-22.6914335
ANTONIA MORAES DE SOUZA EM,Vargem,MUNICIPAL,659022,35659022,RIO ACIMA,VARGEM,12935000,RUA,BAIRRO DO RIO ACIMA,SN,"bairro do rio acima sn rio acima , SP, Brasil",-43.7910218,-20.0882887
GILBERTO DE OLIVEIRA PROF EMEF,Itapirapuã Paulista,MUNICIPAL,222239,35222239,RIBEIRAO DA VARZEA,RIBEIRAO DA VARZEA,18385000,AVENIDA,RUA ANTONIO DA SILVEIRA MELLO,500,"rua antonio da silveira mello 500 ribeirao da varzea , SP, Brasil",-46.7236941,-23.4944276
BAIRRO DO QUILOMBO EMEF,São Bento do Sapucaí,MUNICIPAL,219289,35219289,QUILOMBO,SAO BENTO DO SAPUCAI,12490000,RUA,BAIRRO DO QUILOMBO,SN,"bairro do quilombo sn quilombo , SP, Brasil",-47.0108942,-23.7543605
ROSA MARIA DE ANDRADE DE FREITAS PROFA C E MUNICIPAL,Patrocínio Paulista,MUNICIPAL,470028,35470028,JARDIM PLANALTO,PATROCINIO PAULISTA,14415000,"",VIRGINIO CARRARO,2431,"virginio carraro 2431 jardim planalto , SP, Brasil",-47.2770861,-20.6319996
MARCILIO LINO ESCOLA MUNICIPAL,Vargem Grande Paulista,MUNICIPAL,369202,35369202,TIJUCO PRETO,VARGEM GRANDE PAULISTA,6730000,RUA,RUA NATUREZA,4,"rua natureza 4 tijuco preto , SP, Brasil",-46.9921072,-23.6322111
JOAO JACOB ALVAREZ EMEI,Barbosa,MUNICIPAL,114753,35114753,CENTRO,BARBOSA,16350000,RUA,AVENIDA DONA RICARDINA,442,"avenida dona ricardina 442 centro , SP, Brasil",-49.9470165,-21.2702177
CEMEI PROFESSORA THEREZA LOPES,Ituverava,MUNICIPAL,231897,35231897,GUANABARA,ITUVERAVA,14500000,RUA,RUA ANIZIO PEREIRA SOUZA,303,"rua anizio pereira souza 303 guanabara , SP, Brasil",-47.8728108,-20.5873564
NOEMIA CARDOSO ASBAHR PROFA CEI,Campinas,MUNICIPAL,70968,35070968,JARDIM BOA ESPERANCA,CAMPINAS OESTE,13091530,RUA,RENE DE OLIVEIRA BARRETO PROFESSOR,385,"rene de oliveira barreto professor 385 jardim boa esperanca , SP, Brasil",-47.0300689,-22.8776641
NHEMBO E A PORA ESCOLA MUNICIPAL INDIGENA GUARANI,Bertioga,MUNICIPAL,272322,35272322,PRAIA DE BORACEIA,BERTIOGA,11250000,"",AVENIDA GUARANI,1500,"avenida guarani 1500 praia de boraceia , SP, Brasil",-45.8184148,-23.7435851
ABEL FERRAZ DE SOUZA ESCOLA MUNICIPAL,Vargem Grande Paulista,MUNICIPAL,210924,35210924,JARDIM PORTAO VERMELHO,VARGEM GRANDE PAULISTA,6730000,RUA,RUA SOLIMOES,411,"rua solimoes 411 jardim portao vermelho , SP, Brasil",-47.0030026,-23.603412
CATATAU ESCOLA MUNICIPAL DE EDUCACAO INFANTIL,Mongaguá,MUNICIPAL,84487,35084487,PEDREIRA,MONGAGUA,11730000,AVENIDA,RUA MARIANA MARTINELI TAMAGNINI,354,"rua mariana martineli tamagnini 354 pedreira , SP, Brasil",-46.6277913,-24.0924631
ANTONIO GARCIA EGEA PROF EMEFEI,Marília,MUNICIPAL,222628,35222628,AMADEU AMARAL,MARILIA,17530000,"",GETULIO VARGAS,40,"getulio vargas 40 amadeu amaral , SP, Brasil",-50.0570234,-22.3483118
LUIZ PAES DE ALMEIDA PROFESSOR - LUIZITO EMEF,Tatuí,MUNICIPAL,196563,35196563,BAIRRO DA QUADRINHA,TATUI,18270000,RUA,QUADRINHA,SN,"quadrinha sn bairro da quadrinha , SP, Brasil",-46.6333094,-23.5505199
REGINA LALA COIMBRA EMEI,Santo Antônio de Posse,MUNICIPAL,64439,35064439,RESSACA,SANTO ANTONIO DE POSSE,13830000,RUA,RUA JOAO VENTURINE,519,"rua joao venturine 519 ressaca , SP, Brasil",-46.9392462,-22.6019344
ORLANDO BELLUCCI PROFESSOR EMEF,Tatuí,MUNICIPAL,196526,35196526,DOS OLIVEIRAS,TATUI,18270000,RUA,BAIRRO DOS OLIVEIRAS,SN,"bairro dos oliveiras sn dos oliveiras , SP, Brasil",-46.3798058,-23.4934109
ALBERT EINSTEIN EMEI,Ribeirão Preto,MUNICIPAL,93385,35093385,JARDIM INTERLAGOS,RIBEIRAO PRETO,14095540,RUA,RUA FRANCISCO ALVES,760,"rua francisco alves 760 jardim interlagos , SP, Brasil",-47.754471,-21.1903797
VICENTE GUALTIERI DR CRECHE,Osvaldo Cruz,MUNICIPAL,247112,35247112,V.CALIFORNIA,OSVALDO CRUZ,17700000,"",RUA ARMANDO SALLES,1210,"rua armando salles 1210 v.california , SP, Brasil",-119.4179324,36.778261
GASPAR DE GODOI MOREIRA EM,Cotia,MUNICIPAL,220310,35220310,JARDIM JAPAO (CAUCAIA DO ALTO),COTIA,6726105,RUA,TUPI DA MATA,201,"tupi da mata 201 jardim japao (caucaia do alto) , SP, Brasil",-47.0742648,-23.6632352
JOSE MENDES DA SILVA EM,Cotia,MUNICIPAL,219861,35219861,MENDES,CAUCAIA DO ALTO,7404105,RUA,ESTRADA DOS MENDES,310,"estrada dos mendes 310 mendes , SP, Brasil",-47.0233488,-23.7622107
GRACILIANA MARIA DA CONCEICAO CENTRO EDUCACIONAL,Cotia,MUNICIPAL,122166,35122166,JARDIM ARCO-IRIS,COTIA,6719060,RUA,RIBEIRAO PIRES,167,"ribeirao pires 167 jardim arco-iris , SP, Brasil",-46.9348517,-23.6196245
MARIA DE ASSIS GONCALVES EMEI,Monte Castelo,MUNICIPAL,211084,35211084,CENTRO,MONTE CASTELO,17960000,RUA,Avenida Imaculada Ienny,433,"avenida imaculada ienny 433 centro , SP, Brasil",-46.6320967,-23.5406338
GILDENEY CARRERI CEMEI,São Carlos,MUNICIPAL,272528,35272528,PARQUE SANTA FELICIA JARDIM,SAO CARLOS,13563310,RUA,RUA PADRE JOSE CARLOS DI MAMBRO,85,"rua padre jose carlos di mambro 85 parque santa felicia jardim , SP, Brasil",-47.9267743,-21.993743
ILDA PEREIRA PENA ALVAREZ PROFA EM,Mogi das Cruzes,MUNICIPAL,77012,35077012,VILA CAPUTERA,MOGI DAS CRUZES,8725625,RUA,UBIRAJARA DE BARROS GOMES MARTINS,170,"ubirajara de barros gomes martins 170 vila caputera , SP, Brasil",-46.1768239,-23.5443877
JOSE VILLAGELIN NETTO PROF CEI,Campinas,MUNICIPAL,59304,35059304,NOVA CAMPINAS,CAMPINAS OESTE,13092133,AVENIDA,HERMAS BRAGA DOUTOR,155,"hermas braga doutor 155 nova campinas , SP, Brasil",-47.0414946,-22.8992114
MARIA DE LOURDES CARDOSO DOS SANTOS DOUTORA CEI,Campinas,MUNICIPAL,86484,35086484,JARDIM SANTA TEREZINHA,CAMPINAS OESTE,13052152,RUA,FLORIANO CANCELA JUNIOR,20,"floriano cancela junior 20 jardim santa terezinha , SP, Brasil",-47.1140218,-22.9664364
FRANCISCO XAVIER SIGRIST CEI,Campinas,MUNICIPAL,202204,35202204,JARDIM FERNANDA,CAMPINAS OESTE,13053610,RUA,JOAO PEDRO CAUSSO,323,"joao pedro causso 323 jardim fernanda , SP, Brasil",-47.1313887,-23.0435491
GILBERTO BARROS EMEI,Paulicéia,MUNICIPAL,209235,35209235,CENTRO,PAULICEIA,17990000,AVENIDA,AVENIDA EZEQUIEL J DE OLIVEIRA,1513,"avenida ezequiel j de oliveira 1513 centro , SP, Brasil",-46.6320967,-23.5406338
CEMEI LEDA DIAS CAMPOS,Ituverava,MUNICIPAL,231861,35231861,JOAO ATHAIDE DE SOUZA,ITUVERAVA,14500000,RUA,RUA SILVIO MACENINO PALHARES,778,"rua silvio macenino palhares 778 joao athaide de souza , SP, Brasil",-46.6291845,-23.5431786
DINORAH MARCONDES PROFESSORA EMEI,Valparaíso,MUNICIPAL,209089,35209089,VALDEVINO SOUZA PACHECO,VALPARAISO,16880000,RUA,RUA ALCIDES ALVES,174,"rua alcides alves 174 valdevino souza pacheco , SP, Brasil",-46.6670836,-23.4956197
GUIOMAR APARECIDA MILUZZI DE OLIVEIRA PROFA EMEF,Guatapará,MUNICIPAL,227336,35227336,MOMBUCA,GUATAPARA,14115000,RUA,RUA MAMORU HIRAKAWA,591,"rua mamoru hirakawa 591 mombuca , SP, Brasil",-47.9597357,-21.5481855
BAIRRO CORREGO RICO EMEF DO,Parapuã,MUNICIPAL,213937,35213937,CORREGO RICO,PARAPUA,17730000,RUA,BAIRRO CORREGO RICO,SN,"bairro corrego rico sn corrego rico , SP, Brasil",-48.2636164,-21.2885419
RAIO DE SOL CEI,Campinas,MUNICIPAL,205308,35205308,DIC I (CONJUNTO HABITACIONAL MONSENHOR LUIZ FERNAN,CAMPINAS OESTE,13056365,RUA,JOSE CARLOS BERNARDO,136,"jose carlos bernardo 136 dic i (conjunto habitacional monsenhor luiz fernan , SP, Brasil",-47.1405885,-22.9753289
UMEI PROFESSORA LAURITA CLAUDINO NASCIMENTO MELLO,Borborema,MUNICIPAL,233766,35233766,CHACARA MUNICIPAL,BORBOREMA,14955000,RUA,RUA ITAPOLIS,100,"rua itapolis 100 chacara municipal , SP, Brasil",-45.5360754,-23.0056696
JOAQUIM LEITE DE SOUZA CEL,Mogi Guaçu,ESTADUAL - SE,20394,35020394,NOVA LOUZA,MOJI GUACU,13848215,KM 187,SP 342 - MOGI GUACU - ESPIRITO SANTO DO PINHAL,SN,"sp 342 - mogi guacu - espirito santo do pinhal sn nova louza , SP, Brasil",-46.8510463,-22.271967
JOAQUIM LEITE DE SOUZA CEL,Mogi Guaçu,MUNICIPAL,437612,35437612,NOVA LOUZA,MOJI GUACU,13848210,RODOVIA,RODOVIA SP 342 MOGI GUACU - ESPIRITO SANTO DO PINHAL,KM 187,"rodovia sp 342 mogi guacu - espirito santo do pinhal km 187 nova louza , SP, Brasil",-46.8510463,-22.271967
JOANA DE OLIVEIRA LISBOA CRECHE MUNICIPAL,Iguape,MUNICIPAL,279857,35279857,CANTO DO MORRO,IGUAPE,11920000,AVENIDA,RUA PROFESSOR LAURO ROCHA,SN,"rua professor lauro rocha sn canto do morro , SP, Brasil",-46.6291845,-23.5431786
TIA MARIINHA ESCOLA MUNICIPAL,Ribeirão Pires,MUNICIPAL,90979,35090979,SUISSA,RIBEIRAO PIRES,9421000,AVENIDA,RIBEIRAO PIRES,851,"ribeirao pires 851 suissa , SP, Brasil",-46.417693,-23.7210259
HILDA MARIA ALVES PASCHOALOTTO PROFA EMEB,Jundiaí,MUNICIPAL,279201,35279201,VILA NAMBI,JUNDIAI,13219070,AVENIDA,BENTO DO AMARAL GURGEL,380,"bento do amaral gurgel 380 vila nambi , SP, Brasil",-46.8635158,-23.1977778
MARIA ELIZABETH OLIVEIRA FRANCA DA SILVA PROFA EMEB,Jundiaí,MUNICIPAL,270908,35270908,JARDIM SANTA GERTRUDES,JUNDIAI,13205150,RUA,RICARDO CESAR FAVARO,355,"ricardo cesar favaro 355 jardim santa gertrudes , SP, Brasil",-46.8566184,-23.2485443
BRIGIDA GATTO RODRIGUES PROFA EMEB,Jundiaí,MUNICIPAL,270891,35270891,JARDIM MESSINA,JUNDIAI,13207420,RUA,PALERMO,85,"palermo 85 jardim messina , SP, Brasil",-46.8884896,-23.2057597
VOVO FIUTA ESCOLA MUNICIPAL,Lorena,MUNICIPAL,56698,35056698,CENTRO,LORENA,12600530,AVENIDA,EPITACIO SANTIAGO DOUTOR,300,"epitacio santiago doutor 300 centro , SP, Brasil",-45.1276677,-22.7322438
ENY VANNY CAMPOS PROFA CEPEM,Tatuí,MUNICIPAL,96222,35096222,VILA SAO LAZARO,TATUI,18274030,RUA,JOSE ANTONIO DE SOUZA,SN,"jose antonio de souza sn vila sao lazaro , SP, Brasil",-47.8466409,-23.3633526
ANTONIO GIOVANI LANZI EMEF,Mogi Guaçu,MUNICIPAL,247418,35247418,VILA PARAISO,MOJI GUACU,13843012,RUA,SETE DE SETEMBRO,72,"sete de setembro 72 vila paraiso , SP, Brasil",-46.9375973,-22.3773089
EMEB SANTO GARBIN,Orlândia,MUNICIPAL,202344,35202344,JARDIM CIDADE ALTA,ORLANDIA,14620000,RUA,AVENIDA DEZENOVE,2276,"avenida dezenove 2276 jardim cidade alta , SP, Brasil",-47.9007031,-20.7069596
GERALDO JOSE RODRIGUES ALCKIMIN DR ESCOLA MUNICIPAL,Lorena,MUNICIPAL,220536,35220536,VILA BRITO,LORENA,12603240,AVENIDA,JUSCELINO KUBITSCHEK DE OLIVEIRA PRESIDENTE,485,"juscelino kubitschek de oliveira presidente 485 vila brito , SP, Brasil",-45.1119443,-22.7177683
EMEB MARIA DE LOURDES PINHEIRO TABORDA,Serra Negra,MUNICIPAL,4349,35004349,LOTEAMENTO RESIDENCIAL DAS POSSES,SERRA NEGRA,13930000,LOTEAMENTO RESIDENCIAL DAS POSSES,SEBASTIAO DE GODOY BUENO,955,"sebastiao de godoy bueno 955 loteamento residencial das posses , SP, Brasil",-47.8198895,-21.132261
LUIZ APARECIDO GIACOMAZZI CRECHE MUNICIPAL,Paulicéia,MUNICIPAL,50441,35050441,CENTRO,PAULICEIA,17990000,AVENIDA,RUA ENGENHEIRO PEDRO DE CAMARGO,1772,"rua engenheiro pedro de camargo 1772 centro , SP, Brasil",-51.8503705,-21.310346
DORALI APARECIDA PINHEIRO - PROFA DORA EMEIEF,Nazaré Paulista,MUNICIPAL,193690,35193690,QUATRO CANTOS,NAZARE PAULISTA,12960000,RUA,QUATRO CANTOS,SN,"quatro cantos sn quatro cantos , SP, Brasil",-46.7490914,-23.550038
ERNESMAR DE OLIVEIRA PROF EM,Ubatuba,MUNICIPAL,245276,35245276,CORCOVADO,UBATUBA,11680000,RUA,AVENIDA YOSHIWO TOZAKI,SN,"avenida yoshiwo tozaki sn corcovado , SP, Brasil",-46.6309627,-23.5419594
ADELINA LEITE AMARAL CER,Araraquara,MUNICIPAL,74196,35074196,VILA XAVIER,VILA XAVIER,14810045,AVENIDA,AVENIDA SANTA MARIA,30,"avenida santa maria 30 vila xavier , SP, Brasil",-48.1625944,-21.7923791
RODOLFO SORANZ EMEF,Jarinu,MUNICIPAL,215797,35215797,PINHAL,JARINU,13240000,PRACA,ESTRADA MUNICIPAL ANTONIO VINCENZI,101,"estrada municipal antonio vincenzi 101 pinhal , SP, Brasil",-46.7138544,-23.0591157
EUDOXIA PINTO FERRAZ CER,Araraquara,MUNICIPAL,74287,35074287,PARQUE SAO PAULO (VILA XAVIER),VILA XAVIER,14811460,RUA,STANLEY ROBSON CERQUEIRA PROFESSOR,230,"stanley robson cerqueira professor 230 parque sao paulo (vila xavier) , SP, Brasil",-48.1339841,-21.7838745
RIO DO PEIXE EM,Socorro,MUNICIPAL,193604,35193604,RIO DO PEIXE,SOCORRO,13960000,RUA,RIO DO PEIXE,SN,"rio do peixe sn rio do peixe , SP, Brasil",-51.1207669,-21.9410872
NAIR BELOTI DE SOUZA CENTRO MUNICIPAL DE EDUCACAO INFANTIL,Lourdes,MUNICIPAL,461994,35461994,CENTRO,LOURDES,15285000,RUA,FLORINDO SIMEAO BARBOSA,251,"florindo simeao barbosa 251 centro , SP, Brasil",-46.6320967,-23.5406338
MIGUEL STELUTE CENTRO MUNICIPAL DE ENSINO INFANTIL,Embaúba,MUNICIPAL,452185,35452185,COHAB II,EMBAUBA,15425000,RUA,RUA AVELINO GONCALVES,200,"rua avelino goncalves 200 cohab ii , SP, Brasil",-46.4195136,-23.485174
VANESSA CRISTINA DE ALMEIDA CRECHE MUNICIPAL,Descalvado,MUNICIPAL,560424,35560424,JARDIM PAOLA,DESCALVADO,13690000,RUA,DOUTOR GLENAN LEITE DIAS,14,"doutor glenan leite dias 14 jardim paola , SP, Brasil",-47.6239396,-21.8945758
PACHECO CHAVES EMEI,Ourinhos,MUNICIPAL,98814,35098814,PARQUE PACHECO CHAVES,OURINHOS,19904510,RUA,MARIA PACHECO CHAVES,272,"maria pacheco chaves 272 parque pacheco chaves , SP, Brasil",-49.896949,-23.0118847
PACHECO CHAVES EMEI,Ourinhos,MUNICIPAL,98814,35098814,PARQUE PACHECO CHAVES,OURINHOS,19904510,RUA,MARIA PACHECO CHAVES,272,"maria pacheco chaves 272 parque pacheco chaves , SP, Brasil",-49.896949,-23.0118847
PINGO DE GENTE EMEI,Promissão,MUNICIPAL,649090,35649090,SANTA MARIA DO GURUPA,SANTA MARIA DO GURUPA,16370000,RUA,AVENIDA MATAO,224,"avenida matao 224 santa maria do gurupa , SP, Brasil",-50.009752,-21.6580363
ROMEU MARTINS EMEF,Andradina,MUNICIPAL,81863,35081863,VILA PLANALTO,ANDRADINA,16915000,RUA,RUA NHEENGATU,240,"rua nheengatu 240 vila planalto , SP, Brasil",-46.6291845,-23.5431786
ROMEU MARTINS EMEF,Andradina,MUNICIPAL,81863,35081863,VILA PLANALTO,ANDRADINA,16915000,RUA,RUA NHEENGATU,240,"rua nheengatu 240 vila planalto , SP, Brasil",-46.6291845,-23.5431786
ACACIAS EMEI CRECHE,Promissão,MUNICIPAL,229842,35229842,JARDIM NOVA PROMISSAO,PROMISSAO,16370000,RUA,RUA FRANCISCO RODRIGUES PORTELA,SN,"rua francisco rodrigues portela sn jardim nova promissao , SP, Brasil",-49.858687,-21.5474956
APARICIO DE CAMPOS MADUREIRA PROF EMEB,Tietê,MUNICIPAL,275360,35275360,POVO FELIZ,TIETE,18530000,RUA,AVENIDA DAS SERINGUEIRAS,SN,"avenida das seringueiras sn povo feliz , SP, Brasil",-47.7265942,-23.1052754
JURANDIR FERREIRA EMEF,Lucianópolis,MUNICIPAL,277514,35277514,CENTRO,LUCIANOPOLIS,17475000,PRACA,RUA ANTONIO RIBEIRO DE OLIVEIRA,524,"rua antonio ribeiro de oliveira 524 centro , SP, Brasil",-46.6333094,-23.5505199
GILBERTO FRANCISCO CONTESINI CRECHE MUNICIPAL,Jarinu,MUNICIPAL,130011,35130011,VILA NOVA TRIESTE,JARINU,13240000,PRACA,AVENIDA TICIANO,333,"avenida ticiano 333 vila nova trieste , SP, Brasil",-46.7061822,-23.0817194
ANDREIA MORATO MARANGAO CRECHE,Garça,MUNICIPAL,228849,35228849,JARDIM SOL NASCENTE,GARCA,17400000,AVENIDA,RUA LUDOVICO A FERRARI,170,"rua ludovico a ferrari 170 jardim sol nascente , SP, Brasil",-49.672982,-22.210792
BAIRRO PEDRO CUBAS CLASSE MUNICIPAL EDUCACAO INFANTIL,Eldorado,MUNICIPAL,247807,35247807,PEDRO CUBAS,ELDORADO,11960000,RUA,BAIRRO PEDRO CUBAS,SN,"bairro pedro cubas sn pedro cubas , SP, Brasil",-46.7124216,-23.5053602
BAIRRO DA VILA CHACRINHA CRECHE,Campo Limpo Paulista,MUNICIPAL,270714,35270714,VILA CHACRINHA (BOTUJURU),CAMPO LIMPO PAULISTA,13238100,RUA,TIRADENTES,10,"tiradentes 10 vila chacrinha (botujuru) , SP, Brasil",-46.7708686,-23.2272954
CATA VENTO MAGICO COLEGIO MUNICIPAL,Santana de Parnaíba,MUNICIPAL,281402,35281402,CHACARA DO SOLAR I (FAZENDINHA),SANTANA DE PARNAIBA,6530030,RUA,MARANHAO,100,"maranhao 100 chacara do solar i (fazendinha) , SP, Brasil",-46.8794074,-23.4085264
MYRIAN LILIAN THOMAZ DAHER PROFESSORA EM,Itapecerica da Serra,MUNICIPAL,236329,35236329,CENTRO,ITAPECERICA DA SERRA,6850030,RUA,VICTOR MANZINI,136,"victor manzini 136 centro , SP, Brasil",-46.7069054,-23.6624082
ANTONIO BRUNHOLI NETTO ESCOLA MUNICIPAL DE EDUCACAO BASICA,Jundiaí,MUNICIPAL,450005,35450005,JARDIM SANTA RITA DE CASSIA,JUNDIAI,13219182,RUA,ARI BARROSO,25,"ari barroso 25 jardim santa rita de cassia , SP, Brasil",-46.8533397,-23.1879694
ARCINA APARECIDA NOGUEIRA BARBOZA EMEB,Jundiaí,MUNICIPAL,270866,35270866,JARDIM PAULISTA I,JUNDIAI,13208400,RUA,URBANO RUBBO COPELLI,124,"urbano rubbo copelli 124 jardim paulista i , SP, Brasil",-46.895261,-23.204578
JOSE ROMEIRO PEREIRA DR EMEB,Jundiaí,MUNICIPAL,207147,35207147,VILA ISABEL EBER,JUNDIAI,13202281,RUA,RUA ANITA GARIBALDI,228,"rua anita garibaldi 228 vila isabel eber , SP, Brasil",-46.8752135,-23.2040897
DISTRITO DE ITAPEUNA CRECHE DO,Eldorado,MUNICIPAL,236664,35236664,ITAPEUNA,ITAPEUNA,11960000,RUA,RUA FRANCISCO PINTO,71,"rua francisco pinto 71 itapeuna , SP, Brasil",-46.6742404,-23.6554791
DISTRITO DE ITAPEUNA CRECHE DO,Eldorado,MUNICIPAL,236664,35236664,ITAPEUNA,ITAPEUNA,11960000,RUA,RUA FRANCISCO PINTO,71,"rua francisco pinto 71 itapeuna , SP, Brasil",-46.6742404,-23.6554791
KAOR MARYAMA CENTRO DE EDUCACAO COMPLEMENTAR,Barrinha,MUNICIPAL,499821,35499821,CONJ HAB ALBERTINA FERNANDES FOSSALUSSA,BARRINHA,14860000,RUA,AVENIDA PRES COSTA E SILVA,1129,"avenida pres costa e silva 1129 conj hab albertina fernandes fossalussa , SP, Brasil",-46.6291845,-23.5431786
EDIVALDO FERREIRA NUNES EMEB CRECHE,Pedregulho,MUNICIPAL,230248,35230248,CENTRO,ALTO PORA,14480000,RUA,RUA CORONEL ITAGIBA FRANCO,SN,"rua coronel itagiba franco sn centro , SP, Brasil",-39.8452568,-14.2882834
DAVID ARRIGUCCI EMEB,São João da Boa Vista,MUNICIPAL,222847,35222847,JARDIM INDUSTRIAL,SAO JOAO DA BOA VISTA,13872400,AVENIDA,AVENIDA GUILHERME GUERREIRO,700,"avenida guilherme guerreiro 700 jardim industrial , SP, Brasil",-46.8156358,-21.9730446
